Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
12 APR 2026,12 APR 2026,POS PURCHASE POS MCD MUMBAI 000724,200000724,1299.00,,-661257.00
12 APR 2026,12 APR 2026,UPI/200000725/MERCHANT/merch@ybl/Payment,200000725,149.00,,-661406.00
13 APR 2026,13 APR 2026,POS PURCHASE POS APOLLO MUMBAI 000726,200000726,199.00,,-661605.00
13 APR 2026,13 APR 2026,UPI/200000727/Phonepe/Airtel Recharge,200000727,249.00,,-661854.00
13 APR 2026,13 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000728,200000728,2499.00,,-664353.00
13 APR 2026,13 APR 2026,UPI/200000729/UBER/uber@axis/Ride,200000729,349.00,,-664702.00
14 APR 2026,14 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000730,200000730,299.00,,-665001.00
14 APR 2026,14 APR 2026,POS PURCHASE POS REL MUMBAI 000731,200000731,249.00,,-665250.00
14 APR 2026,14 APR 2026,UPI/200000732/Phonepe/Airtel Recharge,200000732,1299.00,,-666549.00
14 APR 2026,14 APR 2026,UPI/200000733/UBER/uber@axis/Ride,200000733,499.00,,-667048.00
15 APR 2026,15 APR 2026,POS PURCHASE POS DOM MUMBAI 000734,200000734,2499.00,,-669547.00
15 APR 2026,15 APR 2026,UPI/887766554433/SPOTIFY/spotify@ybl/Music,200000735,119.00,,-669666.00
15 APR 2026,15 APR 2026,UPI/200000736/Phonepe/Airtel Recharge,200000736,799.00,,-670465.00
15 APR 2026,15 APR 2026,UPI/200000737/SWIGGY/swiggy@payt/Payment,200000737,249.00,,-670714.00
15 APR 2026,15 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000738,200000738,299.00,,-671013.00
16 APR 2026,16 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000739,200000739,349.00,,-671362.00
16 APR 2026,16 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000740,200000740,299.00,,-671661.00
16 APR 2026,16 APR 2026,UPI/200000741/OLA/ola@ybl/Ride,200000741,799.00,,-672460.00
16 APR 2026,16 APR 2026,UPI/200000742/OLA/ola@ybl/Ride,200000742,499.00,,-672959.00
17 APR 2026,17 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000743,200000743,2499.00,,-675458.00
17 APR 2026,17 APR 2026,POS PURCHASE ECOM MYN MUMBAI 000744,200000744,49.00,,-675507.00
17 APR 2026,17 APR 2026,POS PURCHASE POS REL MUMBAI 000745,200000745,499.00,,-676006.00
17 APR 2026,17 APR 2026,POS PURCHASE POS SB MUMBAI 000746,200000746,349.00,,-676355.00
18 APR 2026,18 APR 2026,POS PURCHASE POS HP MUMBAI 000747,200000747,1899.00,,-678254.00
18 APR 2026,18 APR 2026,POS PURCHASE POS REL MUMBAI 000748,200000748,1899.00,,-680153.00
18 APR 2026,18 APR 2026,UPI/776655443322/AMAZON PAY/amazonpay@icici/Prime,200000749,299.00,,-680452.00
18 APR 2026,18 APR 2026,UPI/200000750/Phonepe/Airtel Recharge,200000750,1899.00,,-682351.00
18 APR 2026,18 APR 2026,UPI/200000751/MERCHANT/merch@ybl/Payment,200000751,299.00,,-682650.00
19 APR 2026,19 APR 2026,POS PURCHASE POS CCD MUMBAI 000752,200000752,349.00,,-682999.00
19 APR 2026,19 APR 2026,POS PURCHASE POS CCD MUMBAI 000753,200000753,2499.00,,-685498.00
19 APR 2026,19 APR 2026,UPI/200000754/ZOMATO/zomato@ybl/Payment,200000754,1899.00,,-687397.00
19 APR 2026,19 APR 2026,UPI/200000755/MERCHANT/merch@ybl/Payment,200000755,1899.00,,-689296.00
20 APR 2026,20 APR 2026,UPI/665544332211/HOTSTAR/hotstar@paytm/Video,200000756,299.00,,-689595.00
20 APR 2026,20 APR 2026,POS PURCHASE POS DMART MUMBAI 000757,200000757,99.00,,-689694.00
20 APR 2026,20 APR 2026,POS PURCHASE POS DOM MUMBAI 000758,200000758,299.00,,-689993.00
20 APR 2026,20 APR 2026,POS PURCHASE POS IOCL MUMBAI 000759,200000759,799.00,,-690792.00
20 APR 2026,20 APR 2026,UPI/200000760/VI/vi@ibl/Recharge,200000760,2499.00,,-693291.00
21 APR 2026,21 APR 2026,POS PURCHASE POS IOCL MUMBAI 000761,200000761,199.00,,-693490.00
21 APR 2026,21 APR 2026,POS PURCHASE POS MCD MUMBAI 000762,200000762,249.00,,-693739.00
21 APR 2026,21 APR 2026,UPI/200000763/MERCHANT/merch@ybl/Payment,200000763,1899.00,,-695638.00
21 APR 2026,21 APR 2026,UPI/200000764/MERCHANT/merch@ybl/Payment,200000764,799.00,,-696437.00
22 APR 2026,22 APR 2026,POS PURCHASE POS CCD MUMBAI 000765,200000765,149.00,,-696586.00
22 APR 2026,22 APR 2026,POS PURCHASE POS PVR MUMBAI 000766,200000766,2499.00,,-699085.00
22 APR 2026,22 APR 2026,UPI/200000767/MERCHANT/merch@ybl/Payment,200000767,249.00,,-699334.00
22 APR 2026,22 APR 2026,UPI/200000768/SWIGGY/swiggy@payt/Payment,200000768,199.00,,-699533.00
23 APR 2026,23 APR 2026,POS PURCHASE POS CCD MUMBAI 000769,200000769,299.00,,-699832.00
23 APR 2026,23 APR 2026,POS PURCHASE POS CCD MUMBAI 000770,200000770,2499.00,,-702331.00
23 APR 2026,23 APR 2026,UPI/200000771/Phonepe/Airtel Recharge,200000771,299.00,,-702630.00
23 APR 2026,23 APR 2026,UPI/200000772/MERCHANT/merch@ybl/Payment,200000772,499.00,,-703129.00
24 APR 2026,24 APR 2026,POS PURCHASE POS HP MUMBAI 000773,200000773,299.00,,-703428.00
24 APR 2026,24 APR 2026,POS PURCHASE POS INOX MUMBAI 000774,200000774,249.00,,-703677.00
24 APR 2026,24 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000775,200000775,199.00,,-703876.00
24 APR 2026,24 APR 2026,UPI/200000776/UBER/uber@axis/Ride,200000776,2499.00,,-706375.00
25 APR 2026,25 APR 2026,POS PURCHASE POS INOX MUMBAI 000777,200000777,2499.00,,-708874.00
25 APR 2026,25 APR 2026,UPI/200000778/MERCHANT/merch@ybl/Payment,200000778,499.00,,-709373.00
25 APR 2026,25 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000779,200000779,49.00,,-709422.00
25 APR 2026,25 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000780,200000780,49.00,,-709471.00
26 APR 2026,26 APR 2026,POS PURCHASE POS BP MUMBAI 000781,200000781,2499.00,,-711970.00
26 APR 2026,26 APR 2026,POS PURCHASE POS BP MUMBAI 000782,200000782,499.00,,-712469.00
26 APR 2026,26 APR 2026,UPI/200000783/MERCHANT/merch@ybl/Payment,200000783,99.00,,-712568.00
26 APR 2026,26 APR 2026,UPI/200000784/ZOMATO/zomato@ybl/Payment,200000784,199.00,,-712767.00
27 APR 2026,27 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000785,200000785,2499.00,,-715266.00
27 APR 2026,27 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000786,200000786,1299.00,,-716565.00
27 APR 2026,27 APR 2026,POS PURCHASE POS CCD MUMBAI 000787,200000787,149.00,,-716714.00
27 APR 2026,27 APR 2026,POS PURCHASE POS IOCL MUMBAI 000788,200000788,99.00,,-716813.00
28 APR 2026,28 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000789,200000789,49.00,,-716862.00
28 APR 2026,28 APR 2026,POS PURCHASE POS BP MUMBAI 000790,200000790,249.00,,-717111.00
28 APR 2026,28 APR 2026,POS PURCHASE POS DOM MUMBAI 000791,200000791,149.00,,-717260.00
28 APR 2026,28 APR 2026,UPI/200000792/MERCHANT/merch@ybl/Payment,200000792,199.00,,-717459.00
29 APR 2026,29 APR 2026,BBPS/MOBILE/JIO PREPAID/REF000793,200000793,249.00,,-717708.00
29 APR 2026,29 APR 2026,POS PURCHASE POS IOCL MUMBAI 000794,200000794,1899.00,,-719607.00
29 APR 2026,29 APR 2026,POS PURCHASE POS MCD MUMBAI 000795,200000795,99.00,,-719706.00
29 APR 2026,29 APR 2026,UPI/200000796/OLA/ola@ybl/Ride,200000796,349.00,,-720055.00
30 APR 2026,30 APR 2026,POS PURCHASE ECOM MYN MUMBAI 000797,200000797,1299.00,,-721354.00
30 APR 2026,30 APR 2026,POS PURCHASE ECOM MYN MUMBAI 000798,200000798,2499.00,,-723853.00
30 APR 2026,30 APR 2026,POS PURCHASE POS IOCL MUMBAI 000799,200000799,1899.00,,-725752.00
30 APR 2026,30 APR 2026,UPI/200000800/MERCHANT/merch@ybl/Payment,200000800,2499.00,,-728251.00
